Disease1	Disease2	Similarity	Similarity_abs	Direction
Carcinoma, Renal Cell	Neoplasms	0.1056062601736533	0.1056062601736533	+
Colorectal Neoplasms	Neoplasms	0.0765265089748504	0.0765265089748504	+
Dermatitis, Atopic	Neoplasms	0.05095159504340944	0.05095159504340944	+
Digestive System Neoplasms	Neoplasms	0.05522668876268414	0.05522668876268414	+
Gastrointestinal Neoplasms	Neoplasms	0.06396556326777963	0.06396556326777963	+
Glioma	Neoplasms	0.1131621715652767	0.1131621715652767	+
Laryngeal Neoplasms	Neoplasms	0.05194099699607362	0.05194099699607362	+
Lung Neoplasms	Neoplasms	0.06967631278862889	0.06967631278862889	+
Lymphoma, Primary Effusion	Neoplasms	0.06380921247398248	0.06380921247398248	+
Myocardial Infarction	Neoplasms	0.05477373347110167	0.05477373347110167	+
Nasopharyngeal Neoplasms	Neoplasms	0.06280612544064396	0.06280612544064396	+
Adenocarcinoma, Esophageal	Nephrosclerosis	0.14605668463588176	0.14605668463588176	+
Azoospermia	Nephrosclerosis	0.12567662606618674	0.12567662606618674	+
Barrett Esophagus	Nephrosclerosis	-0.0998380588185228	0.0998380588185228	-
Carcinoma, Ehrlich Tumor	Nephrosclerosis	0.43113854052797523	0.43113854052797523	+
Carcinoma, Endometrioid	Nephrosclerosis	0.15314706253478133	0.15314706253478133	+
Cholangiocarcinoma	Nephrosclerosis	0.07154131687716059	0.07154131687716059	+
Colitis	Nephrosclerosis	-0.14167242382445397	0.14167242382445397	-
Diabetes Mellitus, Type 2	Nephrosclerosis	0.07832338332106044	0.07832338332106044	+
Endocrine Gland Neoplasms	Nephrosclerosis	-0.10236532830531957	0.10236532830531957	-
Endometrial Neoplasms	Nephrosclerosis	0.11607210347508268	0.11607210347508268	+
Esophagitis	Nephrosclerosis	0.12800110663676575	0.12800110663676575	+
Helplessness, Learned	Nephrosclerosis	-0.21953738434558806	0.21953738434558806	-
Hepatitis B	Nephrosclerosis	0.06468403177459212	0.06468403177459212	+
Liver Cirrhosis	Nephrosclerosis	-0.053524166680251076	0.053524166680251076	-
Acute Lung Injury	Nephrotic Syndrome	-0.18094261907791226	0.18094261907791226	-
Atrial Fibrillation	Nephrotic Syndrome	-0.05114293288829641	0.05114293288829641	-
Autoimmune Diseases	Nephrotic Syndrome	0.20106755708611784	0.20106755708611784	+
Bronchiolitis Obliterans	Nephrotic Syndrome	0.21222268342871992	0.21222268342871992	+
Carcinoma, Pancreatic	Nephrotic Syndrome	0.172296145947118	0.172296145947118	+
Cataract	Nephrotic Syndrome	-0.17031442981594877	0.17031442981594877	-
Leukemia	Nephrotic Syndrome	-0.13369201305128534	0.13369201305128534	-
Leukemia, Lymphocytic, Chronic, B-Cell	Nephrotic Syndrome	0.15396165471538992	0.15396165471538992	+
Leukemia, Promyelocytic, Acute	Nephrotic Syndrome	-0.06335066778690474	0.06335066778690474	-
Liver Diseases	Nephrotic Syndrome	0.14457588955048706	0.14457588955048706	+
Lymphoma	Nephrotic Syndrome	0.08623651266682647	0.08623651266682647	+
Macular Degeneration	Nephrotic Syndrome	-0.056276146541821316	0.056276146541821316	-
Mesothelioma	Nephrotic Syndrome	0.06543927212346086	0.06543927212346086	+
Multiple Sclerosis	Nephrotic Syndrome	0.05830555007625373	0.05830555007625373	+
Myocardial Reperfusion Injury	Nephrotic Syndrome	-0.09452021619590689	0.09452021619590689	-
Azoospermia	Nervous System Diseases	-0.20384609771025772	0.20384609771025772	-
Carcinoma, Thyroid, Papillary	Nervous System Diseases	0.05097149657629655	0.05097149657629655	+
Gastrointestinal Neoplasms	Nervous System Diseases	0.05909429625726008	0.05909429625726008	+
Adrenocortical Carcinoma	Neurilemmoma	0.08574241896989664	0.08574241896989664	+
Azoospermia	Neurilemmoma	0.8397884148134449	0.8397884148134449	+
Carcinoma, Thyroid, Papillary	Neurilemmoma	-0.09488023738720698	0.09488023738720698	-
Endocrine Gland Neoplasms	Neurilemmoma	-0.07417847695789138	0.07417847695789138	-
Gastrointestinal Neoplasms	Neurilemmoma	-0.12717914257713142	0.12717914257713142	-
Nervous System Diseases	Neurilemmoma	-0.23076923076923078	0.23076923076923078	-
Alopecia	Neuroblastoma	-0.06046819950327528	0.06046819950327528	-
Azoospermia	Neuroblastoma	0.07196895268024589	0.07196895268024589	+
Biliary Tract Neoplasms	Neuroblastoma	-0.08930584752940897	0.08930584752940897	-
Carcinoma, Endometrioid	Neuroblastoma	0.06701948425039325	0.06701948425039325	+
Cardiovascular Diseases	Neuroblastoma	0.10258686503753588	0.10258686503753588	+
Colorectal Adenocarcinoma	Neuroblastoma	-0.0791669318989592	0.0791669318989592	-
Colorectal Neoplasms	Neuroblastoma	-0.058995297061568135	0.058995297061568135	-
Endometrial Neoplasms	Neuroblastoma	0.06624855863182684	0.06624855863182684	+
Lymphoma, B-Cell	Neuroblastoma	-0.0916106495492249	0.0916106495492249	-
Lymphoma, T-Cell	Neuroblastoma	0.07286801415614894	0.07286801415614894	+
Mesothelioma	Neuroblastoma	-0.07847157025638397	0.07847157025638397	-
Muscular Atrophy, Spinal	Neuroblastoma	0.066389074767187	0.066389074767187	+
Mycosis Fungoides	Neuroblastoma	-0.08217306285927127	0.08217306285927127	-
Neurilemmoma	Neuroblastoma	0.07506069326641882	0.07506069326641882	+
Leukemia-Lymphoma, Adult T-Cell	Neurodegenerative Diseases	-0.3144310434386522	0.3144310434386522	-
Acute Kidney Injury	Neuroma	-0.07362428448478331	0.07362428448478331	-
Acute Lung Injury	Neuroma	-0.06791882201820733	0.06791882201820733	-
Carcinoma, Ductal	Neuroma	-0.33333333333333337	0.33333333333333337	-
Carcinoma, Neuroendocrine	Neuroma	-0.22405455418456025	0.22405455418456025	-
Carcinoma, Skin Appendage	Neuroma	-0.33333333333333337	0.33333333333333337	-
Carcinoma, Thyroid, Medullary	Neuroma	-0.18732187266953226	0.18732187266953226	-
Cholangiocarcinoma	Neuroma	-0.08526207367792372	0.08526207367792372	-
Colitis, Ulcerative	Neuroma	-0.06974670397429789	0.06974670397429789	-
Demyelinating Diseases	Neuroma	-0.22405455418456025	0.22405455418456025	-
Dermatitis, Atopic	Neuroma	-0.08202970975899823	0.08202970975899823	-
Eosinophilic Esophagitis	Neuroma	-0.06451023369499953	0.06451023369499953	-
Fibromatosis, Aggressive	Neuroma	-0.09697177524007254	0.09697177524007254	-
Carcinoma, Ovarian	Neurotoxicity Syndromes	-0.11718965531083814	0.11718965531083814	-
Leukemia, Lymphoid	Neurotoxicity Syndromes	-0.3333333333333333	0.3333333333333333	-
Liver Neoplasms	Neurotoxicity Syndromes	-0.06251127654699654	0.06251127654699654	-
Barrett Esophagus	Niemann-Pick Disease, Type C	0.12915941536596035	0.12915941536596035	+
Choriocarcinoma	Niemann-Pick Disease, Type C	-0.09368720571550092	0.09368720571550092	-
Hepatitis C	Niemann-Pick Disease, Type C	-0.0852729478776108	0.0852729478776108	-
Lymphoma, Large B-Cell, Diffuse	Niemann-Pick Disease, Type C	0.12306720813981853	0.12306720813981853	+
Barrett Esophagus	Non-alcoholic Fatty Liver Disease	-0.083863758943173	0.083863758943173	-
Carcinoma, Ehrlich Tumor	Non-alcoholic Fatty Liver Disease	0.1736187216324592	0.1736187216324592	+
Carcinoma, Endometrioid	Non-alcoholic Fatty Liver Disease	0.08506444114959016	0.08506444114959016	+
Carcinoma, Renal Cell	Non-alcoholic Fatty Liver Disease	-0.0504306014883854	0.0504306014883854	-
Colitis	Non-alcoholic Fatty Liver Disease	-0.07917447514753734	0.07917447514753734	-
Constriction, Pathologic	Non-alcoholic Fatty Liver Disease	0.12970490042492344	0.12970490042492344	+
Dermatitis, Atopic	Non-alcoholic Fatty Liver Disease	-0.08895783844337476	0.08895783844337476	-
Diabetic Nephropathies	Non-alcoholic Fatty Liver Disease	-0.07282356433763616	0.07282356433763616	-
Endocrine Gland Neoplasms	Non-alcoholic Fatty Liver Disease	-0.060071289660911104	0.060071289660911104	-
HIV Infections	Non-alcoholic Fatty Liver Disease	-0.06743192527536522	0.06743192527536522	-
Helplessness, Learned	Non-alcoholic Fatty Liver Disease	-0.12378912176059997	0.12378912176059997	-
Hepatitis C	Non-alcoholic Fatty Liver Disease	-0.06733635837540486	0.06733635837540486	-
Hypertension, Pulmonary	Non-alcoholic Fatty Liver Disease	0.07441331265508515	0.07441331265508515	+
Lichen Planus	Non-alcoholic Fatty Liver Disease	-0.0709423207002607	0.0709423207002607	-
Liver Failure	Non-alcoholic Fatty Liver Disease	-0.06501475269470852	0.06501475269470852	-
Myocardial Reperfusion Injury	Non-alcoholic Fatty Liver Disease	0.06185738375774414	0.06185738375774414	+
Nephrosclerosis	Non-alcoholic Fatty Liver Disease	0.18526679990667577	0.18526679990667577	+
Adenocarcinoma, Esophageal	Obesity	0.07025300784561765	0.07025300784561765	+
Atherosclerosis	Obesity	0.052672587248129045	0.052672587248129045	+
Carcinoma, Thyroid, Papillary	Obesity	0.07035767596758606	0.07035767596758606	+
Cardiomyopathy, Hypertrophic	Obesity	0.05878828655054603	0.05878828655054603	+
Choriocarcinoma	Obesity	0.13504900857938568	0.13504900857938568	+
Dermatitis, Atopic	Obesity	0.06540962772512038	0.06540962772512038	+
Fibromyalgia	Obesity	-0.07037947050238907	0.07037947050238907	-
Infertility	Obesity	0.07438573281715205	0.07438573281715205	+
Leukemia, B-Cell	Obesity	0.050278514946083964	0.050278514946083964	+
Lupus Erythematosus, Systemic	Obesity	-0.06696004088002007	0.06696004088002007	-
Lymphoma, B-Cell	Obesity	0.05410153896888397	0.05410153896888397	+
Lymphoma, Non-Hodgkin	Obesity	0.07712654755814069	0.07712654755814069	+
Myelodysplastic Syndromes	Obesity	0.05307981753100287	0.05307981753100287	+
Myotonic Dystrophy	Obesity	0.05309390920111805	0.05309390920111805	+
Acquired Immunodeficiency Syndrome	Osteoarthritis	0.0554139432998335	0.0554139432998335	+
Acute Lung Injury	Osteoarthritis	-0.05801068764362977	0.05801068764362977	-
Adenocarcinoma, Lung	Osteoarthritis	-0.08376877352340802	0.08376877352340802	-
Alzheimer Disease	Osteoarthritis	-0.0777747180632854	0.0777747180632854	-
Aortic Valve Insufficiency	Osteoarthritis	0.08578795460235679	0.08578795460235679	+
Aortic Valve Stenosis	Osteoarthritis	0.08578795460235679	0.08578795460235679	+
Carcinoma, Pancreatic	Osteoarthritis	0.06109222078843688	0.06109222078843688	+
Carcinoma, Squamous Cell	Osteoarthritis	-0.05233696665500811	0.05233696665500811	-
Chordoma	Osteoarthritis	-0.10212236016695467	0.10212236016695467	-
Colitis, Ulcerative	Osteoarthritis	0.06886868531279233	0.06886868531279233	+
Coronary Artery Disease	Osteoarthritis	-0.0689930381260033	0.0689930381260033	-
Diabetes Mellitus, Type 1	Osteoarthritis	0.09258939119749393	0.09258939119749393	+
Glomerulonephritis	Osteoarthritis	0.0524507554165549	0.0524507554165549	+
Heart Failure	Osteoarthritis	0.08237324743065973	0.08237324743065973	+
Hemangioma, Cavernous, Central Nervous System	Osteoarthritis	-0.06261869351989158	0.06261869351989158	-
Hepatitis B	Osteoarthritis	0.0705208424089421	0.0705208424089421	+
Inflammatory Bowel Diseases	Osteoarthritis	-0.07426863766529505	0.07426863766529505	-
Leukemia	Osteoarthritis	-0.07015307442162082	0.07015307442162082	-
Leukemia, Lymphocytic, Chronic, B-Cell	Osteoarthritis	0.05224745118075715	0.05224745118075715	+
Leukemia, Promyelocytic, Acute	Osteoarthritis	-0.08957133694185726	0.08957133694185726	-
Lichen Planus	Osteoarthritis	0.1129797806112774	0.1129797806112774	+
Lupus Erythematosus, Systemic	Osteoarthritis	-0.09255241974731192	0.09255241974731192	-
Lymphoma	Osteoarthritis	0.06508911839554356	0.06508911839554356	+
Lymphoma, B-Cell	Osteoarthritis	0.10206081920627112	0.10206081920627112	+
Lymphoma, Non-Hodgkin	Osteoarthritis	0.05632725242209011	0.05632725242209011	+
Lymphoma, T-Cell	Osteoarthritis	0.18031432938787753	0.18031432938787753	+
Multiple Endocrine Neoplasia Type 1	Osteoarthritis	-0.07979094027590058	0.07979094027590058	-
Myelodysplastic Syndromes	Osteoarthritis	-0.1074701182455861	0.1074701182455861	-
Nephrotic Syndrome	Osteoarthritis	0.07238328907967631	0.07238328907967631	+
Acquired Immunodeficiency Syndrome	Osteoarthritis, Knee	-0.13140787897578257	0.13140787897578257	-
Aortic Aneurysm, Abdominal	Osteoarthritis, Knee	0.08570277702622922	0.08570277702622922	+
Arthritis, Rheumatoid	Osteoarthritis, Knee	0.09124085245470479	0.09124085245470479	+
Atherosclerosis	Osteoarthritis, Knee	0.06963637633148143	0.06963637633148143	+
Chorioamnionitis	Osteoarthritis, Knee	1.0	1.0	+
Choriocarcinoma	Osteoarthritis, Knee	0.08708280173982125	0.08708280173982125	+
Dermatitis, Atopic	Osteoarthritis, Knee	0.14077630940019675	0.14077630940019675	+
Fibromyalgia	Osteoarthritis, Knee	-0.0870258380199026	0.0870258380199026	-
Helicobacter pylori	Osteoarthritis, Knee	0.09111140600315377	0.09111140600315377	+
Inflammatory Bowel Diseases	Osteoarthritis, Knee	0.050925378414124804	0.050925378414124804	+
Leukemia, Promyelocytic, Acute	Osteoarthritis, Knee	0.10195442059142722	0.10195442059142722	+
Acquired Immunodeficiency Syndrome	Osteogenesis Imperfecta	0.26529538698632305	0.26529538698632305	+
Aortic Aneurysm, Abdominal	Osteogenesis Imperfecta	-0.10162513876625302	0.10162513876625302	-
Carcinoma, Pancreatic	Osteogenesis Imperfecta	-0.11380933885134815	0.11380933885134815	-
Diabetic Nephropathies	Osteogenesis Imperfecta	0.1880574166771864	0.1880574166771864	+
Myelodysplastic Syndromes	Osteogenesis Imperfecta	0.06998866787745292	0.06998866787745292	+
Myotonic Dystrophy	Osteogenesis Imperfecta	0.07077067916289538	0.07077067916289538	+
Carcinoma, Merkel Cell	Osteonecrosis	-0.3333333333333333	0.3333333333333333	-
Cardiovascular Diseases	Osteonecrosis	0.12100611068672973	0.12100611068672973	+
Choriocarcinoma	Osteonecrosis	-0.07589192386034048	0.07589192386034048	-
Liver Cirrhosis	Osteonecrosis	0.09060749443767577	0.09060749443767577	+
Liver Diseases	Osteonecrosis	-0.15001311217005014	0.15001311217005014	-
Myocardial Ischemia	Osteonecrosis	-0.21015860627235772	0.21015860627235772	-
Arbovirus Infections	Osteoporosis	1.0	1.0	+
Glaucoma	Osteoporosis	-0.3333333333333333	0.3333333333333333	-
Intervertebral Disc Degeneration	Osteoporosis	1.0	1.0	+
Leukemia, Myeloid, Acute	Osteoporosis	0.22947008613159897	0.22947008613159897	+
Alzheimer Disease	Osteosarcoma	-0.06883616442606523	0.06883616442606523	-
Astrocytoma	Osteosarcoma	-0.06726995801270039	0.06726995801270039	-
Barrett Esophagus	Osteosarcoma	0.07552009501699936	0.07552009501699936	+
Breast Neoplasms	Osteosarcoma	0.05384503756493876	0.05384503756493876	+
Cardiomyopathy, Hypertrophic	Osteosarcoma	-0.10494117539487612	0.10494117539487612	-
Diabetic Nephropathies	Osteosarcoma	0.06822814222846829	0.06822814222846829	+
Glioma	Osteosarcoma	0.07048120314819864	0.07048120314819864	+
Head and Neck Neoplasms	Osteosarcoma	0.0883353330814506	0.0883353330814506	+
Hepatitis B	Osteosarcoma	0.08270880824492398	0.08270880824492398	+
Leukemia, B-Cell	Osteosarcoma	0.09237362660112881	0.09237362660112881	+
Lymphoma	Osteosarcoma	0.11535449531010605	0.11535449531010605	+
Lymphoma, B-Cell	Osteosarcoma	0.09945511408242777	0.09945511408242777	+
Mesothelioma	Osteosarcoma	0.10164681359650694	0.10164681359650694	+
Niemann-Pick Disease, Type C	Osteosarcoma	0.0640167393481663	0.0640167393481663	+
Osteoarthritis	Osteosarcoma	0.12010812639160051	0.12010812639160051	+
Amyotrophic Lateral Sclerosis	Otitis Media	0.5891361192520045	0.5891361192520045	+
Atherosclerosis	Otitis Media	0.08773565109651255	0.08773565109651255	+
Atrial Fibrillation	Otitis Media	0.06424278157685066	0.06424278157685066	+
Carcinoma, Thyroid, Papillary	Otitis Media	0.07371644483995225	0.07371644483995225	+
Endotoxemia	Otitis Media	-0.12047829755168521	0.12047829755168521	-
Eosinophilic Esophagitis	Otitis Media	0.2808836925750586	0.2808836925750586	+
Breast Neoplasms	Ovarian Neoplasms	0.08183990202734677	0.08183990202734677	+
Carcinoma, Endometrioid	Ovarian Neoplasms	0.0984457356145362	0.0984457356145362	+
Digestive System Neoplasms	Ovarian Neoplasms	0.11086584299841576	0.11086584299841576	+
Esophageal Neoplasms	Ovarian Neoplasms	0.052243675324100194	0.052243675324100194	+
Glioma	Ovarian Neoplasms	0.056480409785586785	0.056480409785586785	+
Lymphoma, Primary Effusion	Ovarian Neoplasms	0.10745746966413283	0.10745746966413283	+
Mycosis Fungoides	Ovarian Neoplasms	0.08023115703943365	0.08023115703943365	+
Nasopharyngeal Neoplasms	Ovarian Neoplasms	0.12615935637189427	0.12615935637189427	+
Neoplasms	Ovarian Neoplasms	0.054589633708331864	0.054589633708331864	+
Adenocarcinoma, Esophageal	Pancreatic Neoplasms	0.05547189499490161	0.05547189499490161	+
Breast Neoplasms	Pancreatic Neoplasms	0.1854414605843926	0.1854414605843926	+
Carcinoma, Hepatocellular	Pancreatic Neoplasms	0.05877040339587748	0.05877040339587748	+
Colorectal Neoplasms	Pancreatic Neoplasms	0.09077774433628796	0.09077774433628796	+
Esophageal Neoplasms	Pancreatic Neoplasms	0.056457418474778726	0.056457418474778726	+
Glioblastoma	Pancreatic Neoplasms	0.08893873632978286	0.08893873632978286	+
Glioma	Pancreatic Neoplasms	0.13275138338876294	0.13275138338876294	+
Head and Neck Neoplasms	Pancreatic Neoplasms	0.06126600017856362	0.06126600017856362	+
Hepatitis C	Pancreatic Neoplasms	-0.06205108174649247	0.06205108174649247	-
Lung Neoplasms	Pancreatic Neoplasms	0.053820919605396214	0.053820919605396214	+
Myocardial Infarction	Pancreatic Neoplasms	0.050980223451062054	0.050980223451062054	+
Osteosarcoma	Pancreatic Neoplasms	0.0731397427664824	0.0731397427664824	+
Aortic Aneurysm, Thoracic	Pancreatitis, Acute Necrotizing	-0.0941001417037574	0.0941001417037574	-
Carcinoma, Ovarian	Pancreatitis, Acute Necrotizing	-0.08517823971910889	0.08517823971910889	-
Diabetic Nephropathies	Pancreatitis, Acute Necrotizing	-0.06911077574086419	0.06911077574086419	-
Macular Degeneration	Pancreatitis, Acute Necrotizing	0.0908489560562893	0.0908489560562893	+
Aortic Aneurysm, Abdominal	Papillomaviridae	-0.06010154777643604	0.06010154777643604	-
Arthritis, Rheumatoid	Papillomaviridae	-0.08203599103500987	0.08203599103500987	-
Creutzfeldt-Jakob Syndrome	Papillomaviridae	-0.3333333333333333	0.3333333333333333	-
Crohn Disease	Papillomaviridae	-0.07225730098703773	0.07225730098703773	-
Eosinophilic Esophagitis	Papillomaviridae	-0.13110687712755648	0.13110687712755648	-
Gerstmann-Straussler-Scheinker Disease	Papillomaviridae	-0.3333333333333333	0.3333333333333333	-
Huntington Disease	Papillomaviridae	0.3322699934429891	0.3322699934429891	+
Lichen Planus	Papillomaviridae	-0.07078825468305791	0.07078825468305791	-
Lupus Erythematosus, Systemic	Papillomaviridae	-0.0878591519733688	0.0878591519733688	-
Myelodysplastic Syndromes	Papillomaviridae	0.07788861606522274	0.07788861606522274	+
Alzheimer Disease	Parkinson Disease	-0.10147076651485523	0.10147076651485523	-
Cardiotoxicity	Parkinson Disease	0.07993392676215055	0.07993392676215055	+
Hepatoblastoma	Parkinson Disease	0.1796243253846048	0.1796243253846048	+
Leukemia, Myeloid, Acute	Parkinson Disease	0.1296021493660417	0.1296021493660417	+
Liver Neoplasms	Parkinson Disease	-0.06520064532098549	0.06520064532098549	-
Myotonic Dystrophy	Parkinson Disease	-0.11433269289663234	0.11433269289663234	-
Nasopharyngeal Neoplasms	Parkinson Disease	0.17890347221581807	0.17890347221581807	+
Arthritis, Rheumatoid	Periodontal Diseases	-0.06959831258412241	0.06959831258412241	-
Creutzfeldt-Jakob Syndrome	Periodontal Diseases	-0.08537106193200637	0.08537106193200637	-
Cutaneous Melanoma	Periodontal Diseases	0.15170322557236574	0.15170322557236574	+
Eosinophilic Esophagitis	Periodontal Diseases	-0.06119600488962466	0.06119600488962466	-
Gerstmann-Straussler-Scheinker Disease	Periodontal Diseases	-0.08537106193200637	0.08537106193200637	-
Huntington Disease	Periodontal Diseases	0.0853011473453217	0.0853011473453217	+
Inflammation	Periodontal Diseases	-0.06010194960514641	0.06010194960514641	-
Inflammatory Bowel Diseases	Periodontal Diseases	-0.14304870332655026	0.14304870332655026	-
Leukemia, Lymphocytic, Chronic, B-Cell	Periodontal Diseases	-0.07002384727578187	0.07002384727578187	-
Liver Diseases, Alcoholic	Periodontal Diseases	-0.1571928072686391	0.1571928072686391	-
Lupus Erythematosus, Systemic	Periodontal Diseases	-0.0635378952169116	0.0635378952169116	-
Myelodysplastic Syndromes	Periodontal Diseases	0.05815430266020251	0.05815430266020251	+
Obesity	Periodontal Diseases	0.18401711365853632	0.18401711365853632	+
Osteoarthritis	Periodontal Diseases	0.056737917209563477	0.056737917209563477	+
Papillomaviridae	Periodontal Diseases	0.10294875018830288	0.10294875018830288	+
Adrenocortical Carcinoma	Periodontitis	0.05218265711328708	0.05218265711328708	+
Astrocytoma	Periodontitis	-0.057608066320296615	0.057608066320296615	-
Atrial Fibrillation	Periodontitis	0.0591342234281216	0.0591342234281216	+
Carcinoma, Non-Small-Cell Lung	Periodontitis	-0.07213915838428063	0.07213915838428063	-
Cholesteatoma	Periodontitis	0.11474096239341924	0.11474096239341924	+
Colorectal Adenocarcinoma	Periodontitis	-0.0619136423461721	0.0619136423461721	-
Colorectal Neoplasms	Periodontitis	0.05478291683544671	0.05478291683544671	+
Digestive System Neoplasms	Periodontitis	-0.09046963277475126	0.09046963277475126	-
Head and Neck Neoplasms	Periodontitis	0.12079346059660374	0.12079346059660374	+
Hepatitis B	Periodontitis	0.07156720196164235	0.07156720196164235	+
Lymphoma, Primary Effusion	Periodontitis	-0.0877352673364335	0.0877352673364335	-
Mycosis Fungoides	Periodontitis	-0.07989729999981224	0.07989729999981224	-
Nasopharyngeal Neoplasms	Periodontitis	-0.08691800980393612	0.08691800980393612	-
Alopecia	Peritonitis	0.11420134877260459	0.11420134877260459	+
Amyotrophic Lateral Sclerosis	Peritonitis	0.4108638807479956	0.4108638807479956	+
Dermatitis, Atopic	Peritonitis	-0.18043364850010518	0.18043364850010518	-
Epilepsy, Temporal Lobe	Peritonitis	0.41837183639086895	0.41837183639086895	+
Lichen Planus	Peritonitis	-0.14284841200915366	0.14284841200915366	-
Lichen Planus, Oral	Peritonitis	-0.3333333333333333	0.3333333333333333	-
Lupus Erythematosus, Systemic	Peritonitis	-0.09556148094755057	0.09556148094755057	-
Myocardial Reperfusion Injury	Peritonitis	0.29854704559804546	0.29854704559804546	+
Adenocarcinoma, Lung	Pheochromocytoma	0.0959556434582275	0.0959556434582275	+
Adrenal Cortex Neoplasms	Pheochromocytoma	-0.07684748202167117	0.07684748202167117	-
Atrial Fibrillation	Pheochromocytoma	0.052046314703137864	0.052046314703137864	+
Carcinoma, Ehrlich Tumor	Pheochromocytoma	0.05994175752546855	0.05994175752546855	+
Carcinoma, Thyroid, Medullary	Pheochromocytoma	0.0937582886376932	0.0937582886376932	+
Diabetes Mellitus, Type 2	Pheochromocytoma	0.11347854714244267	0.11347854714244267	+
Epilepsy, Temporal Lobe	Pheochromocytoma	0.09711438614994419	0.09711438614994419	+
Epstein-Barr Virus Infections	Pheochromocytoma	-0.054143058923766606	0.054143058923766606	-
Esophageal Neoplasms	Pheochromocytoma	0.06564630926953573	0.06564630926953573	+
Fatty Liver	Pheochromocytoma	-0.0648248786143769	0.0648248786143769	-
Helplessness, Learned	Pheochromocytoma	-0.0506394647474709	0.0506394647474709	-
Hodgkin Disease	Pheochromocytoma	0.07405260058446816	0.07405260058446816	+
Lymphoma	Pheochromocytoma	-0.08652772628640197	0.08652772628640197	-
Lymphoma, T-Cell	Pheochromocytoma	-0.14029561047296787	0.14029561047296787	-
Adrenal Cortex Neoplasms	Pituitary Neoplasms	0.05014765005177554	0.05014765005177554	+
Aortic Aneurysm, Thoracic	Pituitary Neoplasms	0.13310503222659	0.13310503222659	+
Aortic Valve Insufficiency	Pituitary Neoplasms	0.08164958950950305	0.08164958950950305	+
Aortic Valve Stenosis	Pituitary Neoplasms	0.08164958950950305	0.08164958950950305	+
Cardiomegaly	Pituitary Neoplasms	0.09904475660627259	0.09904475660627259	+
Cardiomyopathy, Hypertrophic	Pituitary Neoplasms	-0.0744812864299339	0.0744812864299339	-
Cardiovascular Diseases	Pituitary Neoplasms	-0.07201965670803892	0.07201965670803892	-
Coronary Artery Disease	Pituitary Neoplasms	-0.12143887153446302	0.12143887153446302	-
Diabetic Cardiomyopathies	Pituitary Neoplasms	0.16786782086140759	0.16786782086140759	+
Eclampsia	Pituitary Neoplasms	-0.08006334955106319	0.08006334955106319	-
Endocrine Gland Neoplasms	Pituitary Neoplasms	0.05669320572048749	0.05669320572048749	+
Heart Failure	Pituitary Neoplasms	0.0752940324117745	0.0752940324117745	+
Hirschsprung Disease	Pituitary Neoplasms	0.3663105347107032	0.3663105347107032	+
Hypertension, Pulmonary	Pituitary Neoplasms	-0.07861846195470111	0.07861846195470111	-
Hypertrophy	Pituitary Neoplasms	0.21696026152453976	0.21696026152453976	+
Inferior Wall Myocardial Infarction	Pituitary Neoplasms	-0.06404542340850718	0.06404542340850718	-
Laryngeal Neoplasms	Pituitary Neoplasms	0.05613860033114547	0.05613860033114547	+
Leukemia, Myeloid, Acute	Pituitary Neoplasms	-0.10622180219311758	0.10622180219311758	-
Musculoskeletal Abnormalities	Pituitary Neoplasms	0.2602990860800284	0.2602990860800284	+
Myelodysplastic Syndromes	Pituitary Neoplasms	-0.07511348391439816	0.07511348391439816	-
Myositis	Pituitary Neoplasms	0.13853719732471728	0.13853719732471728	+
Myotonic Dystrophy	Pituitary Neoplasms	-0.05603007041404308	0.05603007041404308	-
Lung Diseases, Interstitial	Polycystic Ovary Syndrome	-0.10716201072730021	0.10716201072730021	-
Acquired Immunodeficiency Syndrome	Polycythemia Vera	0.17566032452605812	0.17566032452605812	+
Constriction, Pathologic	Polycythemia Vera	-0.2773977636807615	0.2773977636807615	-
Endotoxemia	Polycythemia Vera	0.13570149143993088	0.13570149143993088	+
HIV Infections	Polycythemia Vera	0.12992275105438306	0.12992275105438306	+
Heart Failure	Polycythemia Vera	-0.08994513554932555	0.08994513554932555	-
Hypertension, Pulmonary	Polycythemia Vera	-0.10714004371222957	0.10714004371222957	-
Lupus Nephritis	Polycythemia Vera	-0.214911455011199	0.214911455011199	-
Myocardial Infarction	Polycythemia Vera	0.08414900555714415	0.08414900555714415	+
Non-alcoholic Fatty Liver Disease	Polycythemia Vera	-0.09694863231927518	0.09694863231927518	-
Adenocarcinoma, Esophageal	Pre-Eclampsia	0.052485750875259356	0.052485750875259356	+
Adrenal Cortex Neoplasms	Pre-Eclampsia	0.06115223706047876	0.06115223706047876	+
Alzheimer Disease	Pre-Eclampsia	-0.07853515074291338	0.07853515074291338	-
Glioblastoma	Pre-Eclampsia	-0.056636693318297376	0.056636693318297376	-
Multiple Sclerosis	Pre-Eclampsia	0.1426759161495236	0.1426759161495236	+
Neoplasms	Pre-Eclampsia	0.10893917139073002	0.10893917139073002	+
Aortic Aneurysm, Abdominal	Precursor B-Cell Lymphoblastic Leukemia-Lymphoma	0.09308277509702823	0.09308277509702823	+
Asthma	Precursor B-Cell Lymphoblastic Leukemia-Lymphoma	0.07064554439599569	0.07064554439599569	+
Atherosclerosis	Precursor B-Cell Lymphoblastic Leukemia-Lymphoma	-0.12329115207297862	0.12329115207297862	-
