From	To	Distance	Type
Diabetes Mellitus, Type 1	Follicular Atresia	3	inter
Diabetes Mellitus, Type 1	Gastrointestinal Neoplasms	3	inter
Diabetes Mellitus, Type 1	Gaucher Disease	2	inter
Diabetes Mellitus, Type 1	Gerstmann-Straussler-Scheinker Disease	2	inter
Diabetes Mellitus, Type 1	Glaucoma	3	inter
Diabetes Mellitus, Type 1	Glioblastoma	3	inter
Diabetes Mellitus, Type 1	Glioma	3	inter
Diabetes Mellitus, Type 1	Glomerulonephritis	2	inter
Diabetes Mellitus, Type 1	Graft Rejection	3	inter
Diabetes Mellitus, Type 1	Graft vs Host Disease	2	intra
Diabetes Mellitus, Type 1	HIV Infections	3	intra
Diabetes Mellitus, Type 1	HIV-Associated Lipodystrophy Syndrome	3	intra
Diabetes Mellitus, Type 1	Head and Neck Neoplasms	3	inter
Diabetes Mellitus, Type 1	Heart Defects, Congenital	2	inter
Diabetes Mellitus, Type 1	Heart Diseases	3	inter
Diabetes Mellitus, Type 1	Heart Failure	2	inter
Diabetes Mellitus, Type 1	Helicobacter pylori	2	inter
Diabetes Mellitus, Type 1	Helplessness, Learned	3	inter
Diabetes Mellitus, Type 1	Hemangioma, Cavernous, Central Nervous System	1	inter
Diabetes Mellitus, Type 1	Hematologic Neoplasms	3	inter
Diabetes Mellitus, Type 1	Hepatitis B	2	inter
Diabetes Mellitus, Type 1	Hepatitis B, Chronic	3	inter
Diabetes Mellitus, Type 1	Hepatitis C	2	inter
Diabetes Mellitus, Type 1	Hepatitis C, Chronic	3	inter
Diabetes Mellitus, Type 1	Hepatitis, Alcoholic	3	inter
Diabetes Mellitus, Type 1	Hepatitis, Chronic	3	inter
Diabetes Mellitus, Type 1	Hepatoblastoma	3	inter
Diabetes Mellitus, Type 1	Hirschsprung Disease	3	inter
Diabetes Mellitus, Type 1	Hodgkin Disease	3	inter
Diabetes Mellitus, Type 1	Huntington Disease	2	inter
Diabetes Mellitus, Type 1	Hyperglycemia	3	inter
Diabetes Mellitus, Type 1	Hypertension, Pulmonary	3	inter
Diabetes Mellitus, Type 1	Hypertrophy	2	inter
Diabetes Mellitus, Type 1	Hypoxia-Ischemia, Brain	3	inter
Diabetes Mellitus, Type 1	Idiopathic Pulmonary Fibrosis	3	inter
Diabetes Mellitus, Type 1	Infection	3	inter
Diabetes Mellitus, Type 1	Inferior Wall Myocardial Infarction	2	inter
Diabetes Mellitus, Type 1	Infertility	2	inter
Diabetes Mellitus, Type 1	Infertility, Male	3	inter
Diabetes Mellitus, Type 1	Inflammation	2	inter
Diabetes Mellitus, Type 1	Inflammatory Bowel Diseases	1	inter
Diabetes Mellitus, Type 1	Intervertebral Disc Degeneration	3	inter
Diabetes Mellitus, Type 1	Ischemia	3	inter
Diabetes Mellitus, Type 1	Kidney Diseases	2	inter
Diabetes Mellitus, Type 1	Kidney Failure, Chronic	3	inter
Diabetes Mellitus, Type 1	Kidney Neoplasms	4	inter
Diabetes Mellitus, Type 1	Laryngeal Neoplasms	3	inter
Diabetes Mellitus, Type 1	Leukemia	2	inter
Diabetes Mellitus, Type 1	Leukemia, B-Cell	2	inter
Diabetes Mellitus, Type 1	Leukemia, Biphenotypic, Acute	3	inter
Diabetes Mellitus, Type 1	Leukemia, Lymphocytic, Chronic, B-Cell	2	inter
Diabetes Mellitus, Type 1	Leukemia, Lymphoid	4	inter
Diabetes Mellitus, Type 1	Leukemia, Myelogenous, Chronic, BCR-ABL Positive	2	inter
Diabetes Mellitus, Type 1	Leukemia, Myeloid	5	inter
Diabetes Mellitus, Type 1	Leukemia, Myeloid, Acute	2	inter
Diabetes Mellitus, Type 1	Leukemia, Promyelocytic, Acute	1	inter
Diabetes Mellitus, Type 1	Leukemia-Lymphoma, Adult T-Cell	3	inter
Diabetes Mellitus, Type 1	Lichen Planus	2	inter
Diabetes Mellitus, Type 1	Lichen Planus, Oral	2	inter
Diabetes Mellitus, Type 1	Liver Cirrhosis	3	inter
Diabetes Mellitus, Type 1	Liver Cirrhosis, Biliary	2	inter
Diabetes Mellitus, Type 1	Liver Diseases	2	inter
Diabetes Mellitus, Type 1	Liver Diseases, Alcoholic	2	inter
Diabetes Mellitus, Type 1	Liver Failure	3	inter
Diabetes Mellitus, Type 1	Liver Neoplasms	3	inter
Diabetes Mellitus, Type 1	Lung Diseases, Interstitial	3	inter
Diabetes Mellitus, Type 1	Lung Neoplasms	3	inter
Diabetes Mellitus, Type 1	Lupus Erythematosus, Systemic	1	intra
Diabetes Mellitus, Type 1	Lupus Nephritis	3	intra
Diabetes Mellitus, Type 1	Lymphoma	2	inter
Diabetes Mellitus, Type 1	Lymphoma, B-Cell	2	inter
Diabetes Mellitus, Type 1	Lymphoma, Large B-Cell, Diffuse	2	inter
Diabetes Mellitus, Type 1	Lymphoma, Mantle-Cell	2	inter
Diabetes Mellitus, Type 1	Lymphoma, Non-Hodgkin	2	inter
Diabetes Mellitus, Type 1	Lymphoma, Primary Effusion	3	inter
Diabetes Mellitus, Type 1	Lymphoma, T-Cell	1	inter
Diabetes Mellitus, Type 1	Macular Degeneration	3	inter
Diabetes Mellitus, Type 1	Medulloblastoma	3	inter
Diabetes Mellitus, Type 1	Melanoma	3	inter
Diabetes Mellitus, Type 1	Meningioma	3	inter
Diabetes Mellitus, Type 1	Mesothelioma	2	inter
Diabetes Mellitus, Type 1	Mouth Neoplasms	3	inter
Diabetes Mellitus, Type 1	Mucocutaneous Lymph Node Syndrome	2	inter
Diabetes Mellitus, Type 1	Multiple Endocrine Neoplasia Type 1	2	inter
Diabetes Mellitus, Type 1	Multiple Myeloma	3	inter
Diabetes Mellitus, Type 1	Multiple Sclerosis	3	intra
Diabetes Mellitus, Type 1	Muscular Atrophy	2	inter
Diabetes Mellitus, Type 1	Muscular Atrophy, Spinal	3	inter
Diabetes Mellitus, Type 1	Muscular Dystrophies	3	inter
Diabetes Mellitus, Type 1	Muscular Dystrophy, Facioscapulohumeral	4	inter
Diabetes Mellitus, Type 1	Musculoskeletal Abnormalities	2	inter
Diabetes Mellitus, Type 1	Mycosis Fungoides	2	intra
Diabetes Mellitus, Type 1	Myelodysplastic Syndromes	1	inter
Diabetes Mellitus, Type 1	Myocardial Infarction	3	inter
Diabetes Mellitus, Type 1	Myocardial Ischemia	3	inter
Diabetes Mellitus, Type 1	Myocardial Reperfusion Injury	2	inter
Diabetes Mellitus, Type 1	Myositis	2	inter
Diabetes Mellitus, Type 1	Myotonic Dystrophy	2	inter
Diabetes Mellitus, Type 1	Nasopharyngeal Neoplasms	3	inter
Diabetes Mellitus, Type 1	Neoplasms	3	inter
Diabetes Mellitus, Type 1	Nephrosclerosis	3	inter
Diabetes Mellitus, Type 1	Nephrotic Syndrome	2	inter
Diabetes Mellitus, Type 1	Nervous System Diseases	3	inter
Diabetes Mellitus, Type 1	Neurilemmoma	3	inter
Diabetes Mellitus, Type 1	Neuroblastoma	2	inter
Diabetes Mellitus, Type 1	Neurodegenerative Diseases	4	inter
Diabetes Mellitus, Type 1	Neuroma	3	inter
Diabetes Mellitus, Type 1	Neurotoxicity Syndromes	4	inter
Diabetes Mellitus, Type 1	Niemann-Pick Disease, Type C	3	inter
Diabetes Mellitus, Type 1	Non-alcoholic Fatty Liver Disease	3	inter
Diabetes Mellitus, Type 1	Obesity	2	inter
Diabetes Mellitus, Type 1	Osteoarthritis	1	inter
Diabetes Mellitus, Type 1	Osteoarthritis, Knee	2	inter
Diabetes Mellitus, Type 1	Osteogenesis Imperfecta	2	inter
Diabetes Mellitus, Type 1	Osteonecrosis	3	inter
Diabetes Mellitus, Type 1	Osteoporosis	3	inter
Diabetes Mellitus, Type 1	Osteosarcoma	2	inter
Diabetes Mellitus, Type 1	Otitis Media	3	inter
Diabetes Mellitus, Type 1	Ovarian Neoplasms	3	inter
Diabetes Mellitus, Type 1	Pancreatic Neoplasms	3	inter
Diabetes Mellitus, Type 1	Pancreatitis, Acute Necrotizing	3	inter
Diabetes Mellitus, Type 1	Papillomaviridae	2	inter
Diabetes Mellitus, Type 1	Parkinson Disease	3	inter
Diabetes Mellitus, Type 1	Periodontal Diseases	2	inter
Diabetes Mellitus, Type 1	Periodontitis	3	inter
Diabetes Mellitus, Type 1	Peritonitis	2	inter
Diabetes Mellitus, Type 1	Pheochromocytoma	2	inter
Diabetes Mellitus, Type 1	Pituitary Neoplasms	2	inter
Diabetes Mellitus, Type 1	Polycystic Ovary Syndrome	4	inter
Diabetes Mellitus, Type 1	Polycythemia Vera	3	inter
Diabetes Mellitus, Type 1	Pre-Eclampsia	3	inter
Diabetes Mellitus, Type 1	Precursor B-Cell Lymphoblastic Leukemia-Lymphoma	3	inter
Diabetes Mellitus, Type 1	Precursor T-Cell Lymphoblastic Leukemia-Lymphoma	2	inter
Diabetes Mellitus, Type 1	Pregnancy, Ectopic	2	inter
Diabetes Mellitus, Type 1	Prion Diseases	2	inter
Diabetes Mellitus, Type 1	Prostatic Neoplasms	3	inter
Diabetes Mellitus, Type 1	Psoriasis	2	inter
Diabetes Mellitus, Type 1	Pulmonary Disease, Chronic Obstructive	3	inter
Diabetes Mellitus, Type 1	Pulmonary Fibrosis	3	inter
Diabetes Mellitus, Type 1	Rectal Neoplasms	3	inter
Diabetes Mellitus, Type 1	Reperfusion Injury	2	inter
Diabetes Mellitus, Type 1	Respiratory Distress Syndrome, Adult	3	inter
Diabetes Mellitus, Type 1	Respiratory Syncytial Virus Infections	2	inter
Diabetes Mellitus, Type 1	Retinal Degeneration	3	inter
Diabetes Mellitus, Type 1	Retinal Neovascularization	3	inter
Diabetes Mellitus, Type 1	Retinitis Pigmentosa	2	inter
Diabetes Mellitus, Type 1	Retinoblastoma	3	inter
Diabetes Mellitus, Type 1	Rhabdomyosarcoma	2	inter
Diabetes Mellitus, Type 1	Rhinitis, Allergic	4	intra
Diabetes Mellitus, Type 1	Rhinitis, Allergic, Perennial	3	intra
Diabetes Mellitus, Type 1	Rhinitis, Vasomotor	3	inter
Diabetes Mellitus, Type 1	Salivary Gland Neoplasms	2	inter
Diabetes Mellitus, Type 1	Salmonella Infections	3	inter
Diabetes Mellitus, Type 1	Sarcoma	3	inter
Diabetes Mellitus, Type 1	Sarcoma, Ewing	3	inter
Diabetes Mellitus, Type 1	Sarcoma, Kaposi	3	inter
Diabetes Mellitus, Type 1	Sarcoma, Synovial	3	inter
Diabetes Mellitus, Type 1	Schistosomiasis japonica	3	inter
Diabetes Mellitus, Type 1	Schizophrenia	2	inter
Diabetes Mellitus, Type 1	Scleroderma, Localized	3	inter
Diabetes Mellitus, Type 1	Scleroderma, Systemic	2	inter
Diabetes Mellitus, Type 1	Seizures	3	inter
Diabetes Mellitus, Type 1	Seminoma	3	inter
Diabetes Mellitus, Type 1	Sepsis	2	inter
Diabetes Mellitus, Type 1	Sezary Syndrome	3	intra
Diabetes Mellitus, Type 1	Shock, Hemorrhagic	3	inter
Diabetes Mellitus, Type 1	Sjogren's Syndrome	2	intra
Diabetes Mellitus, Type 1	Small Cell Lung Carcinoma	2	inter
Diabetes Mellitus, Type 1	Solitary Fibrous Tumor, Pleural	3	inter
Diabetes Mellitus, Type 1	Spinal Cord Injuries	2	inter
Diabetes Mellitus, Type 1	Spinal Stenosis	3	inter
Diabetes Mellitus, Type 1	Spondylitis, Ankylosing	3	inter
Diabetes Mellitus, Type 1	Squamous Cell Carcinoma, Esophageal	2	inter
Diabetes Mellitus, Type 1	Squamous Cell Carcinoma, Head and Neck	2	inter
Diabetes Mellitus, Type 1	Stomach Neoplasms	3	inter
Diabetes Mellitus, Type 1	Stroke	2	inter
Diabetes Mellitus, Type 1	Subarachnoid Hemorrhage	2	inter
Diabetes Mellitus, Type 1	Telangiectasia, Hereditary Hemorrhagic	4	inter
Diabetes Mellitus, Type 1	Testicular Neoplasms	3	inter
Diabetes Mellitus, Type 1	Thrombocythemia, Essential	2	inter
Diabetes Mellitus, Type 1	Thyroid Carcinoma, Anaplastic	2	inter
Diabetes Mellitus, Type 1	Thyroid Neoplasms	2	inter
Diabetes Mellitus, Type 1	Thyroiditis, Autoimmune	3	intra
Diabetes Mellitus, Type 1	Toxoplasmosis	3	inter
Diabetes Mellitus, Type 1	Triple Negative Breast Neoplasms	3	inter
Diabetes Mellitus, Type 1	Tuberculosis	2	inter
Diabetes Mellitus, Type 1	Urinary Bladder Neoplasms	3	inter
Diabetes Mellitus, Type 1	Uterine Cervical Neoplasms	2	inter
Diabetes Mellitus, Type 1	Uveal Melanoma	3	inter
Diabetes Mellitus, Type 1	Vitiligo	2	inter
Diabetes Mellitus, Type 1	Waldenstrom Macroglobulinemia	2	intra
Diabetes Mellitus, Type 2	Diabetic Cardiomyopathies	3	inter
Diabetes Mellitus, Type 2	Diabetic Nephropathies	2	intra
Diabetes Mellitus, Type 2	Digestive System Neoplasms	2	inter
Diabetes Mellitus, Type 2	Down Syndrome	2	inter
Diabetes Mellitus, Type 2	Eclampsia	2	inter
Diabetes Mellitus, Type 2	Endocrine Gland Neoplasms	2	inter
Diabetes Mellitus, Type 2	Endometrial Neoplasms	2	inter
Diabetes Mellitus, Type 2	Endometriosis	2	inter
Diabetes Mellitus, Type 2	Endotoxemia	1	inter
Diabetes Mellitus, Type 2	Eosinophilic Esophagitis	2	inter
Diabetes Mellitus, Type 2	Ependymoma	2	inter
Diabetes Mellitus, Type 2	Epilepsy, Temporal Lobe	2	inter
Diabetes Mellitus, Type 2	Epstein-Barr Virus Infections	2	inter
Diabetes Mellitus, Type 2	Esophageal Neoplasms	2	inter
Diabetes Mellitus, Type 2	Esophagitis	1	inter
Diabetes Mellitus, Type 2	Fatty Liver	2	inter
Diabetes Mellitus, Type 2	Fibromatosis, Aggressive	2	inter
Diabetes Mellitus, Type 2	Fibromyalgia	1	inter
Diabetes Mellitus, Type 2	Follicular Atresia	2	inter
Diabetes Mellitus, Type 2	Gastrointestinal Neoplasms	2	inter
Diabetes Mellitus, Type 2	Gaucher Disease	2	inter
Diabetes Mellitus, Type 2	Gerstmann-Straussler-Scheinker Disease	2	inter
Diabetes Mellitus, Type 2	Glaucoma	3	inter
Diabetes Mellitus, Type 2	Glioblastoma	2	inter
Diabetes Mellitus, Type 2	Glioma	3	inter
Diabetes Mellitus, Type 2	Glomerulonephritis	2	inter
Diabetes Mellitus, Type 2	Graft Rejection	2	inter
Diabetes Mellitus, Type 2	Graft vs Host Disease	2	inter
Diabetes Mellitus, Type 2	HIV Infections	2	inter
Diabetes Mellitus, Type 2	HIV-Associated Lipodystrophy Syndrome	3	inter
Diabetes Mellitus, Type 2	Head and Neck Neoplasms	3	inter
Diabetes Mellitus, Type 2	Heart Defects, Congenital	2	inter
Diabetes Mellitus, Type 2	Heart Diseases	3	inter
Diabetes Mellitus, Type 2	Heart Failure	2	inter
Diabetes Mellitus, Type 2	Helicobacter pylori	1	inter
Diabetes Mellitus, Type 2	Helplessness, Learned	2	inter
Diabetes Mellitus, Type 2	Hemangioma, Cavernous, Central Nervous System	2	inter
Diabetes Mellitus, Type 2	Hematologic Neoplasms	2	inter
Diabetes Mellitus, Type 2	Hepatitis B	2	inter
Diabetes Mellitus, Type 2	Hepatitis B, Chronic	2	inter
Diabetes Mellitus, Type 2	Hepatitis C	2	inter
Diabetes Mellitus, Type 2	Hepatitis C, Chronic	2	inter
Diabetes Mellitus, Type 2	Hepatitis, Alcoholic	2	inter
Diabetes Mellitus, Type 2	Hepatitis, Chronic	1	inter
Diabetes Mellitus, Type 2	Hepatoblastoma	3	inter
Diabetes Mellitus, Type 2	Hirschsprung Disease	2	inter
Diabetes Mellitus, Type 2	Hodgkin Disease	2	inter
Diabetes Mellitus, Type 2	Huntington Disease	2	inter
Diabetes Mellitus, Type 2	Hyperglycemia	2	intra
Diabetes Mellitus, Type 2	Hypertension, Pulmonary	2	inter
Diabetes Mellitus, Type 2	Hypertrophy	3	inter
Diabetes Mellitus, Type 2	Hypoxia-Ischemia, Brain	2	inter
Diabetes Mellitus, Type 2	Idiopathic Pulmonary Fibrosis	3	inter
Diabetes Mellitus, Type 2	Infection	3	inter
Diabetes Mellitus, Type 2	Inferior Wall Myocardial Infarction	3	inter
Diabetes Mellitus, Type 2	Infertility	3	inter
Diabetes Mellitus, Type 2	Infertility, Male	2	inter
Diabetes Mellitus, Type 2	Inflammation	3	inter
Diabetes Mellitus, Type 2	Inflammatory Bowel Diseases	3	inter
Diabetes Mellitus, Type 2	Intervertebral Disc Degeneration	3	inter
Diabetes Mellitus, Type 2	Ischemia	3	inter
Diabetes Mellitus, Type 2	Kidney Diseases	2	inter
Diabetes Mellitus, Type 2	Kidney Failure, Chronic	1	inter
Diabetes Mellitus, Type 2	Kidney Neoplasms	3	inter
Diabetes Mellitus, Type 2	Laryngeal Neoplasms	2	inter
Diabetes Mellitus, Type 2	Leukemia	2	inter
Diabetes Mellitus, Type 2	Leukemia, B-Cell	2	inter
Diabetes Mellitus, Type 2	Leukemia, Biphenotypic, Acute	2	inter
Diabetes Mellitus, Type 2	Leukemia, Lymphocytic, Chronic, B-Cell	2	inter
Diabetes Mellitus, Type 2	Leukemia, Lymphoid	3	inter
Diabetes Mellitus, Type 2	Leukemia, Myelogenous, Chronic, BCR-ABL Positive	2	inter
Diabetes Mellitus, Type 2	Leukemia, Myeloid	3	inter
Diabetes Mellitus, Type 2	Leukemia, Myeloid, Acute	2	inter
Diabetes Mellitus, Type 2	Leukemia, Promyelocytic, Acute	1	inter
Diabetes Mellitus, Type 2	Leukemia-Lymphoma, Adult T-Cell	2	inter
Diabetes Mellitus, Type 2	Lichen Planus	1	inter
Diabetes Mellitus, Type 2	Lichen Planus, Oral	2	inter
Diabetes Mellitus, Type 2	Liver Cirrhosis	2	inter
Diabetes Mellitus, Type 2	Liver Cirrhosis, Biliary	2	inter
Diabetes Mellitus, Type 2	Liver Diseases	2	inter
Diabetes Mellitus, Type 2	Liver Diseases, Alcoholic	2	inter
Diabetes Mellitus, Type 2	Liver Failure	2	inter
Diabetes Mellitus, Type 2	Liver Neoplasms	2	inter
Diabetes Mellitus, Type 2	Lung Diseases, Interstitial	2	inter
Diabetes Mellitus, Type 2	Lung Neoplasms	3	inter
Diabetes Mellitus, Type 2	Lupus Erythematosus, Systemic	2	inter
Diabetes Mellitus, Type 2	Lupus Nephritis	2	inter
Diabetes Mellitus, Type 2	Lymphoma	2	inter
Diabetes Mellitus, Type 2	Lymphoma, B-Cell	2	inter
Diabetes Mellitus, Type 2	Lymphoma, Large B-Cell, Diffuse	2	inter
Diabetes Mellitus, Type 2	Lymphoma, Mantle-Cell	2	inter
Diabetes Mellitus, Type 2	Lymphoma, Non-Hodgkin	2	inter
Diabetes Mellitus, Type 2	Lymphoma, Primary Effusion	2	inter
Diabetes Mellitus, Type 2	Lymphoma, T-Cell	2	inter
Diabetes Mellitus, Type 2	Macular Degeneration	3	inter
Diabetes Mellitus, Type 2	Medulloblastoma	2	inter
Diabetes Mellitus, Type 2	Melanoma	3	inter
Diabetes Mellitus, Type 2	Meningioma	2	inter
Diabetes Mellitus, Type 2	Mesothelioma	2	inter
Diabetes Mellitus, Type 2	Mouth Neoplasms	2	inter
Diabetes Mellitus, Type 2	Mucocutaneous Lymph Node Syndrome	2	inter
Diabetes Mellitus, Type 2	Multiple Endocrine Neoplasia Type 1	2	inter
Diabetes Mellitus, Type 2	Multiple Myeloma	2	inter
Diabetes Mellitus, Type 2	Multiple Sclerosis	3	inter
Diabetes Mellitus, Type 2	Muscular Atrophy	2	inter
Diabetes Mellitus, Type 2	Muscular Atrophy, Spinal	3	inter
Diabetes Mellitus, Type 2	Muscular Dystrophies	3	inter
Diabetes Mellitus, Type 2	Muscular Dystrophy, Facioscapulohumeral	2	inter
Diabetes Mellitus, Type 2	Musculoskeletal Abnormalities	2	inter
Diabetes Mellitus, Type 2	Mycosis Fungoides	2	inter
Diabetes Mellitus, Type 2	Myelodysplastic Syndromes	2	inter
Diabetes Mellitus, Type 2	Myocardial Infarction	2	inter
Diabetes Mellitus, Type 2	Myocardial Ischemia	2	inter
Diabetes Mellitus, Type 2	Myocardial Reperfusion Injury	2	inter
Diabetes Mellitus, Type 2	Myositis	3	inter
Diabetes Mellitus, Type 2	Myotonic Dystrophy	2	inter
Diabetes Mellitus, Type 2	Nasopharyngeal Neoplasms	2	inter
Diabetes Mellitus, Type 2	Neoplasms	3	inter
Diabetes Mellitus, Type 2	Nephrosclerosis	1	inter
Diabetes Mellitus, Type 2	Nephrotic Syndrome	2	inter
Diabetes Mellitus, Type 2	Nervous System Diseases	3	inter
Diabetes Mellitus, Type 2	Neurilemmoma	2	inter
Diabetes Mellitus, Type 2	Neuroblastoma	3	inter
Diabetes Mellitus, Type 2	Neurodegenerative Diseases	3	inter
Diabetes Mellitus, Type 2	Neuroma	2	inter
Diabetes Mellitus, Type 2	Neurotoxicity Syndromes	3	inter
Diabetes Mellitus, Type 2	Niemann-Pick Disease, Type C	2	inter
Diabetes Mellitus, Type 2	Non-alcoholic Fatty Liver Disease	2	inter
Diabetes Mellitus, Type 2	Obesity	2	intra
Diabetes Mellitus, Type 2	Osteoarthritis	2	inter
Diabetes Mellitus, Type 2	Osteoarthritis, Knee	2	inter
Diabetes Mellitus, Type 2	Osteogenesis Imperfecta	2	inter
Diabetes Mellitus, Type 2	Osteonecrosis	2	inter
Diabetes Mellitus, Type 2	Osteoporosis	3	intra
Diabetes Mellitus, Type 2	Osteosarcoma	2	inter
Diabetes Mellitus, Type 2	Otitis Media	2	inter
Diabetes Mellitus, Type 2	Ovarian Neoplasms	3	inter
Diabetes Mellitus, Type 2	Pancreatic Neoplasms	2	inter
Diabetes Mellitus, Type 2	Pancreatitis, Acute Necrotizing	3	inter
Diabetes Mellitus, Type 2	Papillomaviridae	2	inter
Diabetes Mellitus, Type 2	Parkinson Disease	3	inter
Diabetes Mellitus, Type 2	Periodontal Diseases	3	inter
Diabetes Mellitus, Type 2	Periodontitis	2	inter
Diabetes Mellitus, Type 2	Peritonitis	2	inter
Diabetes Mellitus, Type 2	Pheochromocytoma	1	inter
Diabetes Mellitus, Type 2	Pituitary Neoplasms	2	inter
Diabetes Mellitus, Type 2	Polycystic Ovary Syndrome	3	intra
Diabetes Mellitus, Type 2	Polycythemia Vera	2	inter
Diabetes Mellitus, Type 2	Pre-Eclampsia	2	inter
Diabetes Mellitus, Type 2	Precursor B-Cell Lymphoblastic Leukemia-Lymphoma	3	inter
Diabetes Mellitus, Type 2	Precursor T-Cell Lymphoblastic Leukemia-Lymphoma	2	inter
Diabetes Mellitus, Type 2	Pregnancy, Ectopic	3	inter
Diabetes Mellitus, Type 2	Prion Diseases	2	inter
Diabetes Mellitus, Type 2	Prostatic Neoplasms	2	inter
Diabetes Mellitus, Type 2	Psoriasis	2	inter
Diabetes Mellitus, Type 2	Pulmonary Disease, Chronic Obstructive	2	inter
Diabetes Mellitus, Type 2	Pulmonary Fibrosis	3	inter
Diabetes Mellitus, Type 2	Rectal Neoplasms	3	inter
Diabetes Mellitus, Type 2	Reperfusion Injury	2	inter
Diabetes Mellitus, Type 2	Respiratory Distress Syndrome, Adult	2	inter
Diabetes Mellitus, Type 2	Respiratory Syncytial Virus Infections	2	inter
Diabetes Mellitus, Type 2	Retinal Degeneration	2	inter
Diabetes Mellitus, Type 2	Retinal Neovascularization	2	inter
Diabetes Mellitus, Type 2	Retinitis Pigmentosa	2	inter
Diabetes Mellitus, Type 2	Retinoblastoma	2	inter
Diabetes Mellitus, Type 2	Rhabdomyosarcoma	2	inter
Diabetes Mellitus, Type 2	Rhinitis, Allergic	2	inter
Diabetes Mellitus, Type 2	Rhinitis, Allergic, Perennial	2	inter
Diabetes Mellitus, Type 2	Rhinitis, Vasomotor	3	inter
Diabetes Mellitus, Type 2	Salivary Gland Neoplasms	2	inter
Diabetes Mellitus, Type 2	Salmonella Infections	3	inter
Diabetes Mellitus, Type 2	Sarcoma	2	inter
Diabetes Mellitus, Type 2	Sarcoma, Ewing	2	inter
Diabetes Mellitus, Type 2	Sarcoma, Kaposi	2	inter
Diabetes Mellitus, Type 2	Sarcoma, Synovial	3	inter
Diabetes Mellitus, Type 2	Schistosomiasis japonica	2	inter
Diabetes Mellitus, Type 2	Schizophrenia	2	inter
Diabetes Mellitus, Type 2	Scleroderma, Localized	2	inter
Diabetes Mellitus, Type 2	Scleroderma, Systemic	3	inter
Diabetes Mellitus, Type 2	Seizures	3	inter
Diabetes Mellitus, Type 2	Seminoma	2	inter
Diabetes Mellitus, Type 2	Sepsis	1	inter
Diabetes Mellitus, Type 2	Sezary Syndrome	2	inter
Diabetes Mellitus, Type 2	Shock, Hemorrhagic	3	inter
Diabetes Mellitus, Type 2	Sjogren's Syndrome	2	inter
Diabetes Mellitus, Type 2	Small Cell Lung Carcinoma	2	inter
Diabetes Mellitus, Type 2	Solitary Fibrous Tumor, Pleural	2	inter
Diabetes Mellitus, Type 2	Spinal Cord Injuries	2	inter
Diabetes Mellitus, Type 2	Spinal Stenosis	2	inter
Diabetes Mellitus, Type 2	Spondylitis, Ankylosing	3	inter
Diabetes Mellitus, Type 2	Squamous Cell Carcinoma, Esophageal	2	inter
Diabetes Mellitus, Type 2	Squamous Cell Carcinoma, Head and Neck	2	inter
Diabetes Mellitus, Type 2	Stomach Neoplasms	2	inter
Diabetes Mellitus, Type 2	Stroke	2	inter
Diabetes Mellitus, Type 2	Subarachnoid Hemorrhage	3	inter
Diabetes Mellitus, Type 2	Telangiectasia, Hereditary Hemorrhagic	2	inter
Diabetes Mellitus, Type 2	Testicular Neoplasms	3	inter
Diabetes Mellitus, Type 2	Thrombocythemia, Essential	2	inter
Diabetes Mellitus, Type 2	Thyroid Carcinoma, Anaplastic	2	inter
Diabetes Mellitus, Type 2	Thyroid Neoplasms	2	inter
Diabetes Mellitus, Type 2	Thyroiditis, Autoimmune	3	inter
Diabetes Mellitus, Type 2	Toxoplasmosis	2	inter
Diabetes Mellitus, Type 2	Triple Negative Breast Neoplasms	2	inter
Diabetes Mellitus, Type 2	Tuberculosis	2	inter
Diabetes Mellitus, Type 2	Urinary Bladder Neoplasms	2	inter
Diabetes Mellitus, Type 2	Uterine Cervical Neoplasms	2	inter
Diabetes Mellitus, Type 2	Uveal Melanoma	2	inter
Diabetes Mellitus, Type 2	Vitiligo	2	inter
Diabetes Mellitus, Type 2	Waldenstrom Macroglobulinemia	2	inter
Diabetic Cardiomyopathies	Diabetic Nephropathies	2	inter
Diabetic Cardiomyopathies	Digestive System Neoplasms	2	inter
Diabetic Cardiomyopathies	Down Syndrome	3	inter
Diabetic Cardiomyopathies	Eclampsia	2	inter
Diabetic Cardiomyopathies	Endocrine Gland Neoplasms	2	inter
Diabetic Cardiomyopathies	Endometrial Neoplasms	3	inter
Diabetic Cardiomyopathies	Endometriosis	3	inter
Diabetic Cardiomyopathies	Endotoxemia	3	inter
Diabetic Cardiomyopathies	Eosinophilic Esophagitis	3	inter
Diabetic Cardiomyopathies	Ependymoma	2	inter
Diabetic Cardiomyopathies	Epilepsy, Temporal Lobe	3	inter
Diabetic Cardiomyopathies	Epstein-Barr Virus Infections	3	inter
Diabetic Cardiomyopathies	Esophageal Neoplasms	3	inter
Diabetic Cardiomyopathies	Esophagitis	3	inter
Diabetic Cardiomyopathies	Fatty Liver	3	inter
Diabetic Cardiomyopathies	Fibromatosis, Aggressive	4	inter
Diabetic Cardiomyopathies	Fibromyalgia	3	inter
Diabetic Cardiomyopathies	Follicular Atresia	3	inter
Diabetic Cardiomyopathies	Gastrointestinal Neoplasms	3	inter
Diabetic Cardiomyopathies	Gaucher Disease	3	inter
Diabetic Cardiomyopathies	Gerstmann-Straussler-Scheinker Disease	3	inter
Diabetic Cardiomyopathies	Glaucoma	2	inter
Diabetic Cardiomyopathies	Glioblastoma	3	inter
